E_B,P_Battery_Max,cost_ALL,cost_PV,cost_WG,cost_net
1500,800,5309.99633088083,0.0,3085.575207756233,1309.3526299739115
1500,850,5320.955234990419,0.0,3085.575207756233,1309.3526299739115
1500,900,5331.914139100008,0.0,3085.575207756233,1309.3526299739115
1500,950,5342.873043209597,0.0,3085.575207756233,1309.3526299739115
1500,1000,5353.831947319186,0.0,3085.575207756233,1309.3526299739115
1500,1050,5364.790851428775,0.0,3085.575207756233,1309.3526299739115
1500,1100,5375.749755538364,0.0,3085.575207756233,1309.3526299739115
1500,1150,5386.708659647953,0.0,3085.575207756233,1309.3526299739115
1500,1200,5397.667563757542,0.0,3085.575207756233,1309.3526299739115
1600,50,5301.07325,0.0,2646.4982500000006,1854.5750000000003
1600,100,5298.7597791095895,0.0,2696.216125,1791.58475
1600,150,5332.3839957191785,0.0,2723.6536250000004,1786.8125624999998
1600,200,5364.791814516268,0.0,2749.5271153125,1782.3879868750003
1600,250,5387.216669250856,0.0,2774.5271153125004,1768.8539375
1600,300,5369.780114297945,0.0,2843.0271153125004,1671.9584784375008
1600,350,5325.804689631445,0.0,2942.1000000000004,1517.951264973911
1600,400,5285.154959366036,0.0,3013.9500000000007,1394.492630598911
1600,450,5264.261362850624,0.0,3061.1500000000005,1315.440129973911
1600,500,5255.095266960213,0.0,3086.1500000000005,1270.3151299739113
1600,550,5264.886921069802,0.0,3087.6000000000004,1267.6978799739113
1600,600,5275.845825179392,0.0,3087.6000000000004,1267.6978799739113
1600,650,5286.8047292889805,0.0,3087.6000000000004,1267.6978799739113
1600,700,5297.763633398569,0.0,3087.6000000000004,1267.6978799739113
1600,750,5308.722537508158,0.0,3087.6000000000004,1267.6978799739113
1600,800,5319.681441617748,0.0,3087.6000000000004,1267.6978799739113
1600,850,5330.640345727336,0.0,3087.6000000000004,1267.6978799739113
1600,900,5341.599249836925,0.0,3087.6000000000004,1267.6978799739113
1600,950,5352.558153946515,0.0,3087.6000000000004,1267.6978799739113
1600,1000,5363.517058056103,0.0,3087.6000000000004,1267.6978799739113
1600,1050,5374.475962165692,0.0,3087.6000000000004,1267.6978799739113
1600,1100,5385.434866275282,0.0,3087.6000000000004,1267.6978799739113
1600,1150,5396.393770384871,0.0,3087.6000000000004,1267.6978799739113
1600,1200,5407.352674494459,0.0,3087.6000000000004,1267.6978799739113
1600,1250,5418.311578604049,0.0,3087.6000000000004,1267.6978799739113
1700,50,5320.036568493149,0.0,2638.8500000000004,1831.8714999999995
1700,100,5310.51020947774,0.0,2696.2161250000004,1754.020111875
1700,150,5343.699064212329,0.0,2723.653625,1748.8125625000002
1700,200,5378.806146134418,0.0,2749.5271153125,1747.0872499999998
1700,250,5400.176343369007,0.0,2774.5271153125004,1732.4985431250002
1700,300,5383.495413416095,0.0,2843.0271153125,1636.3587090625003
1700,350,5338.690873124597,0.0,2942.1000000000004,1481.5223799739113
1700,400,5300.175027859185,0.0,3013.9500000000007,1360.197630598911
1700,450,5275.576431343775,0.0,3061.150000000001,1277.4401299739109
1700,500,5266.410335453364,0.0,3086.1500000000005,1232.3151299739113
1700,550,5276.201989562953,0.0,3087.6000000000004,1229.6978799739113
1700,600,5287.1608936725415,0.0,3087.6000000000004,1229.6978799739113
1700,650,5298.11979778213,0.0,3087.6000000000004,1229.6978799739113
1700,700,5309.078701891719,0.0,3087.6000000000004,1229.6978799739113
1700,750,5320.037606001309,0.0,3087.6000000000004,1229.6978799739113
1700,800,5330.996510110897,0.0,3087.6000000000004,1229.6978799739113
1700,850,5341.955414220486,0.0,3087.6000000000004,1229.6978799739113
1700,900,5352.914318330076,0.0,3087.6000000000004,1229.6978799739113
1700,950,5363.8732224396645,0.0,3087.6000000000004,1229.6978799739113
1700,1000,5374.832126549253,0.0,3087.6000000000004,1229.6978799739113
1700,1050,5385.791030658843,0.0,3087.6000000000004,1229.6978799739113
1700,1100,5396.749934768432,0.0,3087.6000000000004,1229.6978799739113
1700,1150,5407.70883887802,0.0,3087.6000000000004,1229.6978799739113
1700,1200,5418.66774298761,0.0,3087.6000000000004,1229.6978799739113
1700,1250,5429.626647097199,0.0,3087.6000000000004,1229.6978799739113
1700,1300,5440.585551206787,0.0,3087.6000000000004,1229.6978799739113
1700,1350,5451.544455316377,0.0,3087.6000000000004,1229.6978799739113
1800,50,5331.351636986301,0.0,2638.8500000000004,1793.8715000000007
1800,100,5327.282816095891,0.0,2696.2161250000004,1721.4776500000003
1800,150,5355.01413270548,0.0,2723.653625,1710.8125625000002
1800,200,5390.121214627568,0.0,2749.5271153125,1709.0872500000003
1800,250,5415.196411862158,0.0,2774.5271153125004,1698.2035431250001
1800,300,5398.515481909246,0.0,2843.0271153125004,1602.0637090624998
1800,350,5350.005941617746,0.0,2942.1000000000004,1443.522379973911
1800,400,5313.928595727336,0.0,3013.9500000000003,1324.6361299739112
1800,450,5286.8914998369255,0.0,3061.1500000000005,1239.440129973911
1800,500,5277.725403946514,0.0,3086.1500000000005,1194.3151299739113
1800,550,5287.5170580561025,0.0,3087.6000000000004,1191.697879973911
1800,600,5298.475962165692,0.0,3087.6000000000004,1191.697879973911
1800,650,5309.434866275281,0.0,3087.6000000000004,1191.697879973911
1800,700,5320.39377038487,0.0,3087.6000000000004,1191.697879973911
1800,750,5331.352674494459,0.0,3087.6000000000004,1191.697879973911
1800,800,5342.311578604048,0.0,3087.6000000000004,1191.697879973911
1800,850,5353.270482713637,0.0,3087.6000000000004,1191.697879973911
1800,900,5364.229386823226,0.0,3087.6000000000004,1191.697879973911
1800,950,5375.188290932815,0.0,3087.6000000000004,1191.697879973911
1800,1000,5386.147195042404,0.0,3087.6000000000004,1191.697879973911
1800,1050,5397.1060991519935,0.0,3087.6000000000004,1191.697879973911
1800,1100,5408.065003261582,0.0,3087.6000000000004,1191.697879973911
1800,1150,5419.023907371171,0.0,3087.6000000000004,1191.697879973911
1800,1200,5429.982811480761,0.0,3087.6000000000004,1191.697879973911
1800,1250,5440.941715590349,0.0,3087.6000000000004,1191.697879973911
1800,1300,5451.900619699938,0.0,3087.6000000000004,1191.697879973911
1800,1350,5462.859523809528,0.0,3087.6000000000004,1191.697879973911
1800,1400,5473.818427919116,0.0,3087.6000000000004,1191.697879973911
1900,50,5342.6667054794525,0.0,2638.8500000000004,1755.8715000000002
1900,100,5342.302884589041,0.0,2696.2161250000004,1687.1826499999997
1900,150,5366.3292011986305,0.0,2723.6536250000004,1672.8125625000002
1900,200,5401.436283120719,0.0,2749.5271153125004,1671.0872499999998
1900,250,5430.216480355309,0.0,2774.5271153125,1663.9085431250005
1900,300,5413.535550402396,0.0,2843.0271153125004,1567.7687090625002
1900,350,5364.098833860898,0.0,2942.1000000000004,1408.3002037239107
1900,400,5325.243664220486,0.0,3013.95,1286.6361299739108
1900,450,5298.206568330076,0.0,3061.1499999999996,1201.440129973911
1900,500,5290.649003064665,0.0,3086.1499999999996,1157.9236605989108
1900,550,5300.695839049254,0.0,3087.5999999999995,1155.5615924739113
1900,600,5311.654743158843,0.0,3087.5999999999995,1155.5615924739113
1900,650,5322.613647268432,0.0,3087.5999999999995,1155.5615924739113
1900,700,5333.572551378021,0.0,3087.5999999999995,1155.5615924739113
1900,750,5344.53145548761,0.0,3087.5999999999995,1155.5615924739113
1900,800,5355.490359597199,0.0,3087.5999999999995,1155.5615924739113
1900,850,5366.449263706788,0.0,3087.5999999999995,1155.5615924739113
1900,900,5377.4081678163775,0.0,3087.5999999999995,1155.5615924739113
1900,950,5388.367071925966,0.0,3087.5999999999995,1155.5615924739113
1900,1000,5399.325976035556,0.0,3087.5999999999995,1155.5615924739113
1900,1050,5410.284880145145,0.0,3087.5999999999995,1155.5615924739113
1900,1100,5421.243784254733,0.0,3087.5999999999995,1155.5615924739113
1900,1150,5432.202688364323,0.0,3087.5999999999995,1155.5615924739113
1900,1200,5443.161592473912,0.0,3087.5999999999995,1155.5615924739113
1900,1250,5454.1204965835,0.0,3087.5999999999995,1155.5615924739113
1900,1300,5465.07940069309,0.0,3087.5999999999995,1155.5615924739113
1900,1350,5476.038304802679,0.0,3087.5999999999995,1155.5615924739113
1900,1400,5486.9972089122675,0.0,3087.5999999999995,1155.5615924739113
1900,1450,5497.956113021857,0.0,3087.5999999999995,1155.5615924739113
1900,1500,5508.915017131446,0.0,3087.5999999999995,1155.5615924739113
2000,50,5353.981773972601,0.0,2638.8500000000004,1717.8714999999993
2000,100,5355.768803082192,0.0,2696.2161250000004,1651.3335
2000,150,5377.644269691782,0.0,2723.653625,1634.8125624999998
2000,200,5412.75135161387,0.0,2749.5271153125004,1633.0872499999994
2000,250,5445.236548848459,0.0,2774.5271153125004,1629.613543125
2000,300,5428.555618895548,0.0,2843.0271153125004,1533.4737090625
2000,350,5379.118902354049,0.0,2942.1000000000004,1374.0052037239116
2000,400,5336.558732713637,0.0,3013.9500000000003,1248.6361299739112
2000,450,5310.435479948227,0.0,3061.1500000000005,1164.3539730989114
2000,500,5305.406040932815,0.0,3086.1500000000005,1123.3656299739114
2000,550,5315.197695042405,0.0,3087.6000000000004,1120.7483799739114
2000,600,5326.156599151994,0.0,3087.6000000000004,1120.7483799739114
2000,650,5337.1155032615825,0.0,3087.6000000000004,1120.7483799739114
2000,700,5348.074407371171,0.0,3087.6000000000004,1120.7483799739114
2000,750,5359.033311480761,0.0,3087.6000000000004,1120.7483799739114
2000,800,5369.99221559035,0.0,3087.6000000000004,1120.7483799739114
2000,850,5380.951119699938,0.0,3087.6000000000004,1120.7483799739114
2000,900,5391.910023809528,0.0,3087.6000000000004,1120.7483799739114
2000,950,5402.868927919117,0.0,3087.6000000000004,1120.7483799739114
2000,1000,5413.827832028705,0.0,3087.6000000000004,1120.7483799739114
2000,1050,5424.786736138295,0.0,3087.6000000000004,1120.7483799739114
2000,1100,5435.745640247884,0.0,3087.6000000000004,1120.7483799739114
2000,1150,5446.7045443574725,0.0,3087.6000000000004,1120.7483799739114
2000,1200,5457.663448467062,0.0,3087.6000000000004,1120.7483799739114
2000,1250,5468.622352576651,0.0,3087.6000000000004,1120.7483799739114
2000,1300,5479.58125668624,0.0,3087.6000000000004,1120.7483799739114
2000,1350,5490.540160795829,0.0,3087.6000000000004,1120.7483799739114
2000,1400,5501.499064905418,0.0,3087.6000000000004,1120.7483799739114
2000,1450,5512.457969015007,0.0,3087.6000000000004,1120.7483799739114
2000,1500,5523.416873124596,0.0,3087.6000000000004,1120.7483799739114
2000,1550,5534.375777234185,0.0,3087.6000000000004,1120.7483799739114
2000,1600,5545.334681343774,0.0,3087.6000000000004,1120.7483799739114
2100,50,5385.125342465753,0.0,2638.8500000000004,1699.7000000000003
2100,100,5367.083871575343,0.0,2696.2161250000004,1613.3335000000004
2100,150,5388.959338184932,0.0,2723.653625,1596.8125624999998
2100,200,5424.06642010702,0.0,2749.5271153125004,1595.0872500000003
2100,250,5457.422511716609,0.0,2774.5271153125,1592.484437499999
2100,300,5441.350956763698,0.0,2843.0271153125004,1496.9539784374997
2100,350,5394.138970847199,0.0,2942.1000000000004,1339.710203723911
2100,400,5347.873801206788,0.0,3013.9500000000007,1210.636129973911
2100,450,5325.455548441377,0.0,3061.1500000000005,1130.058973098911
2100,500,5318.670440880654,0.0,3086.1499999999996,1087.314961428599
2100,550,5328.947578507431,0.0,3087.5999999999995,1085.1831949457865
2100,600,5339.90648261702,0.0,3087.5999999999995,1085.1831949457865
2100,650,5350.865386726608,0.0,3087.5999999999995,1085.1831949457865
2100,700,5361.824290836198,0.0,3087.5999999999995,1085.1831949457865
2100,750,5372.783194945787,0.0,3087.5999999999995,1085.1831949457865
2100,800,5383.742099055376,0.0,3087.5999999999995,1085.1831949457865
2100,850,5394.701003164965,0.0,3087.5999999999995,1085.1831949457865
2100,900,5405.659907274554,0.0,3087.5999999999995,1085.1831949457865
2100,950,5416.618811384143,0.0,3087.5999999999995,1085.1831949457865
2100,1000,5427.577715493732,0.0,3087.5999999999995,1085.1831949457865
2100,1050,5438.536619603321,0.0,3087.5999999999995,1085.1831949457865
2100,1100,5449.49552371291,0.0,3087.5999999999995,1085.1831949457865
2100,1150,5460.454427822499,0.0,3087.5999999999995,1085.1831949457865
2100,1200,5471.413331932088,0.0,3087.5999999999995,1085.1831949457865
2100,1250,5482.372236041677,0.0,3087.5999999999995,1085.1831949457865
2100,1300,5493.3311401512665,0.0,3087.5999999999995,1085.1831949457865
2100,1350,5504.290044260855,0.0,3087.5999999999995,1085.1831949457865
2100,1400,5515.248948370444,0.0,3087.5999999999995,1085.1831949457865
2100,1450,5526.207852480034,0.0,3087.5999999999995,1085.1831949457865
2100,1500,5537.166756589622,0.0,3087.5999999999995,1085.1831949457865
2100,1550,5548.125660699211,0.0,3087.5999999999995,1085.1831949457865
2100,1600,5559.0845648088,0.0,3087.5999999999995,1085.1831949457865
2100,1650,5570.043468918389,0.0,3087.5999999999995,1085.1831949457865
2200,50,5434.440410958904,0.0,2638.8500000000004,1699.6999999999994
2200,100,5378.398940068493,0.0,2696.2161250000004,1575.3335
2200,150,5400.274406678082,0.0,2723.6536250000004,1558.8125624999998
2200,200,5435.381488600172,0.0,2749.5271153125004,1557.0872500000003
2200,250,5468.73758020976,0.0,2774.5271153125004,1554.4844375000002
2200,300,5452.666025256849,0.0,2843.0271153125,1458.9539784375
2200,350,5405.6792155903495,0.0,2942.1000000000004,1301.9353799739108
2200,400,5359.206102824939,0.0,3013.9500000000003,1172.653363098911
2200,450,5337.8299622954655,0.0,3061.15,1093.1183184598485
2200,500,5337.034271873805,0.0,3086.1500000000005,1056.3637239285983
2200,550,5347.31140950058,0.0,3087.600000000001,1054.2319574457856
2200,600,5358.270313610169,0.0,3087.600000000001,1054.2319574457856
2200,650,5369.229217719759,0.0,3087.600000000001,1054.2319574457856
2200,700,5380.188121829347,0.0,3087.600000000001,1054.2319574457856
2200,750,5391.147025938936,0.0,3087.600000000001,1054.2319574457856
2200,800,5402.105930048526,0.0,3087.600000000001,1054.2319574457856
2200,850,5413.0648341581145,0.0,3087.600000000001,1054.2319574457856
2200,900,5424.023738267703,0.0,3087.600000000001,1054.2319574457856
2200,950,5434.982642377293,0.0,3087.600000000001,1054.2319574457856
2200,1000,5445.941546486882,0.0,3087.600000000001,1054.2319574457856
2200,1050,5456.90045059647,0.0,3087.600000000001,1054.2319574457856
2200,1100,5467.85935470606,0.0,3087.600000000001,1054.2319574457856
2200,1150,5478.818258815649,0.0,3087.600000000001,1054.2319574457856
2200,1200,5489.7771629252375,0.0,3087.600000000001,1054.2319574457856
2200,1250,5500.736067034827,0.0,3087.600000000001,1054.2319574457856
2200,1300,5511.694971144416,0.0,3087.600000000001,1054.2319574457856
2200,1350,5522.653875254005,0.0,3087.600000000001,1054.2319574457856
2200,1400,5533.612779363593,0.0,3087.600000000001,1054.2319574457856
2200,1450,5544.571683473183,0.0,3087.600000000001,1054.2319574457856
2200,1500,5555.530587582772,0.0,3087.600000000001,1054.2319574457856
2200,1550,5566.48949169236,0.0,3087.600000000001,1054.2319574457856
2200,1600,5577.44839580195,0.0,3087.600000000001,1054.2319574457856
2200,1650,5588.407299911539,0.0,3087.600000000001,1054.2319574457856
2200,1700,5599.3662040211275,0.0,3087.600000000001,1054.2319574457856
2200,1750,5610.325108130717,0.0,3087.600000000001,1054.2319574457856
2300,50,5483.755479452055,0.0,2638.8500000000004,1699.7000000000005
2300,100,5389.714008561644,0.0,2696.2161250000004,1537.3334999999997
2300,150,5417.417944672795,0.0,2723.653625,1526.641032001562
2300,200,5446.696557093322,0.0,2749.5271153125004,1519.0872499999996
2300,250,5482.298780577911,0.0,2774.5271153125,1518.730569375
2300,300,5466.849763125,0.0,2843.0271153125,1423.8226478125
2300,350,5416.994284083501,0.0,2942.1000000000004,1263.9353799739113
2300,400,5374.22617131809,0.0,3013.9500000000007,1138.3583630989108
2300,450,5356.193793288616,0.0,3061.1500000000005,1062.1670809598486
2300,500,5355.398102866955,0.0,3086.1500000000005,1025.4124864285986
