E_B,P_Battery_Max,cost_ALL,cost_PV,cost_WG,cost_net
1200,100,15082.241105136987,2875.898,3956.2500000000005,7636.394474999999
1200,150,15082.825009246577,2875.898,4031.2500000000005,7551.019474999999
1200,200,14998.058925856167,2875.898,4023.6475,7462.896987499999
1200,250,14994.903604965753,2875.898,4103.2925000000005,7369.137762499999
1200,300,14995.487509075343,2875.898,4178.2925000000005,7283.762762499999
1200,350,14996.07141318493,2875.898,4253.2925000000005,7198.387762499999
1200,400,14995.165179794521,2875.898,4286.92,7152.895124999998
1200,450,14987.720524001064,2875.898,4309.781565096953,7111.629999999998
1200,500,14876.577178110652,2875.898,4183.106565096953,7116.202749999999
1200,550,14890.783494720243,2875.898,4185.824065096954,7116.732662499999
1200,600,14901.742398829832,2875.898,4185.824065096954,7116.732662499999
1200,650,14912.701302939422,2875.898,4185.824065096954,7116.732662499999
1200,700,14923.66020704901,2875.898,4185.824065096954,7116.732662499999
1200,750,14934.6191111586,2875.898,4185.824065096954,7116.732662499999
1200,800,14945.578015268187,2875.898,4185.824065096954,7116.732662499999
1200,850,14956.536919377777,2875.898,4185.824065096954,7116.732662499999
1200,900,14967.495823487367,2875.898,4185.824065096954,7116.732662499999
1200,950,14978.454727596956,2875.898,4185.824065096954,7116.732662499999
1300,50,15138.21758202055,2875.898,3881.2500000000005,7729.014787499999
1300,100,15093.556173630139,2875.898,3956.2500000000005,7598.394474999999
1300,150,15094.140077739727,2875.898,4031.2500000000005,7513.019474999999
1300,200,15009.373994349316,2875.898,4023.6475000000005,7424.896987499999
1300,250,15006.218673458905,2875.898,4103.2925000000005,7331.1377625
1300,300,15006.802577568493,2875.898,4178.2925000000005,7245.762762499999
1300,350,15007.386481678082,2875.898,4253.2925000000005,7160.387762499999
1300,400,15006.480248287673,2875.898,4286.92,7114.895124999998
1300,450,14997.314152397263,2875.898,4311.92,7069.770124999998
1300,500,14866.04580650685,2875.898,4210.245000000001,7029.2178749999985
1300,550,14898.286335616442,2875.898,4245.920000000001,7014.824499999999
1300,600,14923.39896910103,2875.898,4257.764125000001,7017.134104374999
1300,650,14934.35787321062,2875.898,4257.764125000001,7017.134104374999
1300,700,14945.31677732021,2875.898,4257.764125000001,7017.134104374999
1300,750,14956.275681429797,2875.898,4257.764125000001,7017.134104374999
1300,800,14967.234585539387,2875.898,4257.764125000001,7017.134104374999
1300,850,14978.193489648977,2875.898,4257.764125000001,7017.134104374999
1300,900,14989.152393758564,2875.898,4257.764125000001,7017.134104374999
1300,950,15000.111297868154,2875.898,4257.764125000001,7017.134104374999
1300,1000,15011.070201977744,2875.898,4257.764125000001,7017.134104374999
1400,50,15154.1926505137,2875.898,3881.2500000000005,7695.674787499999
1400,100,15104.871242123289,2875.898,3956.2500000000005,7560.394474999999
1400,150,15105.455146232878,2875.898,4031.25,7475.019474999999
1400,200,15020.689062842466,2875.898,4023.6475,7386.896987499999
1400,250,15017.533741952055,2875.898,4103.2925000000005,7293.137762499999
1400,300,15018.117646061644,2875.898,4178.2925000000005,7207.762762499999
1400,350,15018.701550171232,2875.898,4253.2925000000005,7122.387762499999
1400,400,15017.795316780823,2875.898,4286.92,7076.895124999998
1400,450,15008.629220890412,2875.898,4311.92,7031.770124999998
1400,500,14877.360875000002,2875.898,4210.245000000001,6991.2178749999985
1400,550,14768.288154109592,2875.898,4102.920000000001,6978.511249999999
1400,600,14793.40078759418,2875.898,4114.764125000001,6980.820854374999
1400,650,14804.35969170377,2875.898,4114.764125000001,6980.820854374999
1400,700,14815.31859581336,2875.898,4114.764125000001,6980.820854374999
1400,750,14826.277499922948,2875.898,4114.764125000001,6980.820854374999
1400,800,14837.236404032537,2875.898,4114.764125000001,6980.820854374999
1400,850,14848.195308142127,2875.898,4114.764125000001,6980.820854374999
1400,900,14859.154212251715,2875.898,4114.764125000001,6980.820854374999
1400,950,14870.113116361304,2875.898,4114.764125000001,6980.820854374999
1400,1000,14881.072020470894,2875.898,4114.764125000001,6980.820854374999
1400,1050,14892.030924580482,2875.898,4114.764125000001,6980.820854374999
1400,1100,14902.989828690072,2875.898,4114.764125000001,6980.820854374999
1500,50,15165.50771900685,2875.898,3881.2500000000005,7657.674787499999
1500,100,15116.18631061644,2875.898,3956.25,7522.394474999999
1500,150,15116.770214726028,2875.898,4031.2500000000005,7437.019474999999
1500,200,15032.004131335616,2875.898,4023.6475000000005,7348.896987499999
1500,250,15028.848810445206,2875.898,4103.2925000000005,7255.137762499999
1500,300,15029.432714554794,2875.898,4178.2925000000005,7169.762762499999
1500,350,15030.016618664384,2875.898,4253.2925000000005,7084.387762499999
1500,400,15029.110385273974,2875.898,4286.92,7038.895124999999
1500,450,15019.944289383564,2875.898,4311.92,6993.770124999999
1500,500,14888.675943493152,2875.898,4210.245000000001,6953.2178749999985
1500,550,14790.358222602743,2875.898,4111.92,6942.266249999999
1500,600,14827.42085608733,2875.898,4133.764125000001,6946.525854375
1500,650,14838.37976019692,2875.898,4133.764125000001,6946.525854375
1500,700,14849.33866430651,2875.898,4133.764125000001,6946.525854375
1500,750,14860.2975684161,2875.898,4133.764125000001,6946.525854375
1500,800,14871.256472525689,2875.898,4133.764125000001,6946.525854375
1500,850,14882.215376635275,2875.898,4133.764125000001,6946.525854375
1500,900,14893.174280744865,2875.898,4133.764125000001,6946.525854375
1500,950,14904.133184854454,2875.898,4133.764125000001,6946.525854375
1500,1000,14915.092088964044,2875.898,4133.764125000001,6946.525854375
1500,1050,14926.050993073633,2875.898,4133.764125000001,6946.525854375
1500,1100,14937.009897183223,2875.898,4133.764125000001,6946.525854375
1500,1150,14947.968801292809,2875.898,4133.764125000001,6946.525854375
1500,1200,14958.927705402399,2875.898,4133.764125000001,6946.525854375
1600,50,15176.822787500001,2875.898,3881.2500000000005,7619.674787499999
1600,100,15127.501379109592,2875.898,3956.2500000000005,7484.394474999999
1600,150,15128.08528321918,2875.898,4031.25,7399.019474999999
1600,200,15043.319199828766,2875.898,4023.6475000000005,7310.896987499998
1600,250,15040.163878938356,2875.898,4103.2925000000005,7217.137762499999
1600,300,15040.747783047946,2875.898,4178.2925000000005,7131.762762499999
1600,350,15041.331687157533,2875.898,4253.2925000000005,7046.387762499999
1600,400,15040.425453767124,2875.898,4286.92,7000.895124999999
1600,450,15031.259357876714,2875.898,4311.92,6955.770124999998
1600,500,14899.991011986303,2875.898,4210.245,6915.2178749999985
1600,550,14801.673291095893,2875.898,4111.920000000001,6904.266249999999
1600,600,14856.660924580483,2875.898,4148.764125000001,6911.450854374999
1600,650,14872.399828690071,2875.898,4152.764125000001,6912.230854375
1600,700,14883.358732799661,2875.898,4152.764125000001,6912.230854375
1600,750,14894.317636909249,2875.898,4152.764125000001,6912.230854375
1600,800,14905.276541018839,2875.898,4152.764125000001,6912.230854375
1600,850,14916.235445128428,2875.898,4152.764125000001,6912.230854375
1600,900,14927.194349238018,2875.898,4152.764125000001,6912.230854375
1600,950,14938.153253347606,2875.898,4152.764125000001,6912.230854375
1600,1000,14949.112157457195,2875.898,4152.764125000001,6912.230854375
1600,1050,14960.071061566785,2875.898,4152.764125000001,6912.230854375
1600,1100,14971.029965676373,2875.898,4152.764125000001,6912.230854375
1600,1150,14981.988869785962,2875.898,4152.764125000001,6912.230854375
1600,1200,14992.947773895552,2875.898,4152.764125000001,6912.230854375
1600,1250,15003.90667800514,2875.898,4152.764125000001,6912.230854375
1700,50,15188.13785599315,2875.898,3881.2500000000005,7581.674787499999
1700,100,15138.816447602741,2875.898,3956.25,7446.394474999999
1700,150,15139.400351712331,2875.898,4031.2500000000005,7361.019474999999
1700,200,15054.634268321919,2875.898,4023.6475000000005,7272.896987499998
1700,250,15051.478947431508,2875.898,4103.2925000000005,7179.137762499999
1700,300,15052.062851541095,2875.898,4178.2925000000005,7093.762762499999
1700,350,15052.646755650685,2875.898,4253.2925000000005,7008.387762499999
1700,400,15051.740522260276,2875.898,4286.92,6962.895124999998
1700,450,15042.574426369865,2875.898,4311.92,6917.770124999998
1700,500,14911.306080479453,2875.898,4210.245000000001,6877.2178749999985
1700,550,14812.988359589044,2875.898,4111.920000000001,6866.266249999999
1700,600,14867.975993073633,2875.898,4148.764125000001,6873.450854374999
1700,650,14906.419897183223,2875.898,4171.764125,6877.9358543749995
1700,700,14917.37880129281,2875.898,4171.764125,6877.9358543749995
1700,750,14928.3377054024,2875.898,4171.764125,6877.9358543749995
1700,800,14939.29660951199,2875.898,4171.764125,6877.9358543749995
1700,850,14950.255513621578,2875.898,4171.764125,6877.9358543749995
1700,900,14961.214417731167,2875.898,4171.764125,6877.9358543749995
1700,950,14972.173321840757,2875.898,4171.764125,6877.9358543749995
1700,1000,14983.132225950345,2875.898,4171.764125,6877.9358543749995
1700,1050,14994.091130059935,2875.898,4171.764125,6877.9358543749995
1700,1100,15005.050034169524,2875.898,4171.764125,6877.9358543749995
1700,1150,15016.008938279112,2875.898,4171.764125,6877.9358543749995
1700,1200,15026.967842388702,2875.898,4171.764125,6877.9358543749995
1700,1250,15037.926746498291,2875.898,4171.764125,6877.9358543749995
1700,1300,15048.88565060788,2875.898,4171.764125,6877.9358543749995
1700,1350,15059.844554717469,2875.898,4171.764125,6877.9358543749995
1800,50,15199.452924486302,2875.898,3881.2500000000005,7543.6747875
1800,100,15150.131516095893,2875.898,3956.2500000000005,7408.394474999999
1800,150,15150.71542020548,2875.898,4031.2500000000005,7323.019474999999
1800,200,15065.949336815069,2875.898,4023.6475,7234.896987499998
1800,250,15062.794015924657,2875.898,4103.2925000000005,7141.137762499999
1800,300,15063.377920034247,2875.898,4178.2925000000005,7055.762762499999
1800,350,14821.502949143836,2875.898,4010.2925,6970.928887499999
1800,400,15063.055590753425,2875.898,4286.92,6924.895124999999
1800,450,15053.889494863015,2875.898,4311.92,6879.770124999999
1800,500,14922.621148972605,2875.898,4210.245000000001,6839.2178749999985
1800,550,14824.303428082194,2875.898,4111.92,6828.266249999999
1800,600,14879.291061566784,2875.898,4148.764125000001,6835.450854374999
1800,650,14920.124965676374,2875.898,4173.764125,6840.325854374999
1800,700,14951.398869785962,2875.898,4190.764125,6843.640854374999
1800,750,14962.357773895552,2875.898,4190.764125,6843.640854374999
1800,800,14973.31667800514,2875.898,4190.764125,6843.640854374999
1800,850,14984.27558211473,2875.898,4190.764125,6843.640854374999
1800,900,14995.234486224319,2875.898,4190.764125,6843.640854374999
1800,950,15006.193390333907,2875.898,4190.764125,6843.640854374999
1800,1000,15017.152294443496,2875.898,4190.764125,6843.640854374999
1800,1050,15028.111198553086,2875.898,4190.764125,6843.640854374999
1800,1100,15039.070102662674,2875.898,4190.764125,6843.640854374999
1800,1150,15050.029006772264,2875.898,4190.764125,6843.640854374999
1800,1200,15060.987910881853,2875.898,4190.764125,6843.640854374999
1800,1250,15071.946814991441,2875.898,4190.764125,6843.640854374999
1800,1300,15082.90571910103,2875.898,4190.764125,6843.640854374999
1800,1350,15093.864623210618,2875.898,4190.764125,6843.640854374999
1800,1400,15104.823527320208,2875.898,4190.764125,6843.640854374999
1900,50,15210.767992979452,2875.898,3881.2500000000005,7505.6747875
1900,100,15161.446584589045,2875.898,3956.2500000000005,7370.394474999999
1900,150,15162.03048869863,2875.898,4031.2500000000005,7285.019474999999
1900,200,15077.264405308219,2875.898,4023.6475000000005,7196.896987499998
1900,250,15074.109084417809,2875.898,4103.2925000000005,7103.137762499999
1900,300,15074.692988527397,2875.898,4178.2925000000005,7017.762762499999
1900,350,14842.378017636986,2875.898,4018.2925,6934.488887499999
1900,400,15074.370659246577,2875.898,4286.92,6886.895124999999
1900,450,15065.204563356167,2875.898,4311.92,6841.770124999999
1900,500,14933.936217465754,2875.898,4210.245,6801.2178749999985
1900,550,14835.618496575345,2875.898,4111.920000000001,6790.266249999999
1900,600,14890.606130059934,2875.898,4148.764125000001,6797.450854374999
1900,650,14931.440034169524,2875.898,4173.764125,6802.325854374999
1900,700,14972.273938279113,2875.898,4198.764125,6807.200854374999
1900,750,14996.377842388702,2875.898,4209.764125,6809.345854374999
1900,800,15007.336746498291,2875.898,4209.764125,6809.345854374999
1900,850,15018.29565060788,2875.898,4209.764125,6809.345854374999
1900,900,15029.254554717469,2875.898,4209.764125,6809.345854374999
1900,950,15040.213458827058,2875.898,4209.764125,6809.345854374999
1900,1000,15051.172362936648,2875.898,4209.764125,6809.345854374999
1900,1050,15062.131267046236,2875.898,4209.764125,6809.345854374999
1900,1100,15073.090171155825,2875.898,4209.764125,6809.345854374999
1900,1150,15084.049075265415,2875.898,4209.764125,6809.345854374999
1900,1200,15095.007979375003,2875.898,4209.764125,6809.345854374999
1900,1250,15105.966883484592,2875.898,4209.764125,6809.345854374999
1900,1300,15116.925787594182,2875.898,4209.764125,6809.345854374999
1900,1350,15127.88469170377,2875.898,4209.764125,6809.345854374999
1900,1400,15138.843595813358,2875.898,4209.764125,6809.345854374999
1900,1450,15149.802499922947,2875.898,4209.764125,6809.345854374999
1900,1500,15160.761404032537,2875.898,4209.764125,6809.345854374999
2000,50,15222.083061472602,2875.898,3881.2500000000005,7467.674787499999
2000,100,15172.761653082194,2875.898,3956.25,7332.394474999999
2000,150,14814.571307191782,2875.898,3670.7500000000005,7248.745225
2000,200,15088.579473801372,2875.898,4023.6475000000005,7158.896987499999
2000,250,15085.424152910959,2875.898,4103.2925000000005,7065.137762499999
2000,300,15086.008057020548,2875.898,4178.2925000000005,6979.762762499999
2000,350,14853.693086130137,2875.898,4018.2925,6896.488887499999
2000,400,14858.761852739728,2875.898,4056.92,6851.971249999999
2000,450,15076.519631849316,2875.898,4311.92,6803.770124999999
2000,500,14945.251285958906,2875.898,4210.245000000001,6763.2178749999985
2000,550,14846.933565068495,2875.898,4111.920000000001,6752.266249999999
2000,600,14901.921198553086,2875.898,4148.764125000001,6759.450854374999
2000,650,14942.755102662675,2875.898,4173.764125,6764.325854374999
2000,700,14983.589006772263,2875.898,4198.764125,6769.200854374999
2000,750,15024.422910881853,2875.898,4223.764125,6774.075854374999
2000,800,15041.35681499144,2875.898,4228.764125,6775.050854374999
2000,850,15052.31571910103,2875.898,4228.764125,6775.050854374999
2000,900,15063.27462321062,2875.898,4228.764125,6775.050854374999
2000,950,15074.233527320208,2875.898,4228.764125,6775.050854374999
2000,1000,15085.192431429798,2875.898,4228.764125,6775.050854374999
2000,1050,15096.151335539385,2875.898,4228.764125,6775.050854374999
2000,1100,15107.110239648975,2875.898,4228.764125,6775.050854374999
2000,1150,15118.069143758565,2875.898,4228.764125,6775.050854374999
2000,1200,15129.028047868154,2875.898,4228.764125,6775.050854374999
2000,1250,15139.986951977744,2875.898,4228.764125,6775.050854374999
2000,1300,15150.94585608733,2875.898,4228.764125,6775.050854374999
2000,1350,15161.90476019692,2875.898,4228.764125,6775.050854374999
2000,1400,15172.86366430651,2875.898,4228.764125,6775.050854374999
2000,1450,15183.822568416099,2875.898,4228.764125,6775.050854374999
2000,1500,15194.781472525689,2875.898,4228.764125,6775.050854374999
2000,1550,15205.740376635276,2875.898,4228.764125,6775.050854374999
2000,1600,15216.699280744864,2875.898,4228.764125,6775.050854374999
2100,50,15233.398129965753,2875.898,3881.2500000000005,7429.6747875
2100,100,15184.076721575346,2875.898,3956.2500000000005,7294.394474999999
2100,150,14825.886375684933,2875.898,3670.7500000000005,7210.745224999999
2100,200,15099.89454229452,2875.898,4023.6475,7120.896987499998
2100,250,15096.73922140411,2875.898,4103.2925000000005,7027.137762499999
2100,300,15097.323125513698,2875.898,4178.2925000000005,6941.762762499999
2100,350,14865.008154623289,2875.898,4018.2925,6858.488887499999
2100,400,14892.781921232878,2875.898,4075.92,6817.6762499999995
2100,450,14853.740825342467,2875.898,4075.92,6767.6762499999995
2100,500,14956.566354452056,2875.898,4210.245000000001,6725.2178749999985
2100,550,14858.248633561647,2875.898,4111.92,6714.266249999999
2100,600,14913.236267046237,2875.898,4148.764125000001,6721.450854374999
2100,650,14954.070171155823,2875.898,4173.764125000001,6726.325854374999
2100,700,14994.904075265413,2875.898,4198.764125000001,6731.200854374999
2100,750,15035.737979375002,2875.898,4223.764125000001,6736.075854374999
2100,800,15075.376883484592,2875.898,4247.764125000001,6740.755854374999
2100,850,15086.335787594182,2875.898,4247.764125000001,6740.755854374999
2100,900,15097.29469170377,2875.898,4247.764125000001,6740.755854374999
2100,950,15108.253595813358,2875.898,4247.764125000001,6740.755854374999
2100,1000,15119.212499922947,2875.898,4247.764125000001,6740.755854374999
2100,1050,15130.171404032537,2875.898,4247.764125000001,6740.755854374999
2100,1100,15141.130308142127,2875.898,4247.764125000001,6740.755854374999
2100,1150,15152.089212251716,2875.898,4247.764125000001,6740.755854374999
2100,1200,15163.048116361304,2875.898,4247.764125000001,6740.755854374999
2100,1250,15174.007020470892,2875.898,4247.764125000001,6740.755854374999
2100,1300,15184.965924580481,2875.898,4247.764125000001,6740.755854374999
2100,1350,15195.924828690071,2875.898,4247.764125000001,6740.755854374999
2100,1400,15206.88373279966,2875.898,4247.764125000001,6740.755854374999
2100,1450,15217.842636909249,2875.898,4247.764125000001,6740.755854374999
2100,1500,15228.801541018838,2875.898,4247.764125000001,6740.755854374999
2100,1550,15239.760445128426,2875.898,4247.764125000001,6740.755854374999
2100,1600,15250.719349238016,2875.898,4247.764125000001,6740.755854374999
2100,1650,15261.678253347605,2875.898,4247.764125000001,6740.755854374999
2200,50,15244.713198458905,2875.898,3881.2500000000005,7391.6747875
2200,100,15195.391790068494,2875.898,3956.2500000000005,7256.394474999999
2200,150,14837.201444178083,2875.898,3670.7500000000005,7172.745224999999
2200,200,15111.209610787673,2875.898,4023.6475000000005,7082.896987499999
2200,250,15108.05428989726,2875.898,4103.2925000000005,6989.137762499999
2200,300,15108.63819400685,2875.898,4178.2925000000005,6903.762762499999
2200,350,14876.323223116438,2875.898,4018.2925,6820.488887499999
2200,400,14905.291989726029,2875.898,4076.92,6779.871249999998
2200,450,14887.760893835617,2875.898,4094.92,6733.3812499999985
2200,500,14726.617547945207,2875.898,3968.245,6687.953999999999
2200,550,14869.563702054797,2875.898,4111.920000000001,6676.266249999999
2200,600,14924.551335539387,2875.898,4148.764125000001,6683.450854374999
2200,650,14965.385239648976,2875.898,4173.764125000001,6688.325854374999
2200,700,15006.219143758564,2875.898,4198.764125000001,6693.200854374999
2200,750,15047.053047868154,2875.898,4223.764125000001,6698.075854374999
2200,800,15087.886951977744,2875.898,4248.764125000001,6702.950854374999
2200,850,15109.60085608733,2875.898,4257.764125000001,6704.705854374999
2200,900,15120.55976019692,2875.898,4257.764125000001,6704.705854374999
2200,950,15131.518664306508,2875.898,4257.764125000001,6704.705854374999
2200,1000,15142.477568416098,2875.898,4257.764125000001,6704.705854374999
2200,1050,15153.436472525687,2875.898,4257.764125000001,6704.705854374999
2200,1100,15164.395376635275,2875.898,4257.764125000001,6704.705854374999
2200,1150,15175.354280744865,2875.898,4257.764125000001,6704.705854374999
2200,1200,15186.313184854454,2875.898,4257.764125000001,6704.705854374999
2200,1250,15197.272088964042,2875.898,4257.764125000001,6704.705854374999
2200,1300,15208.230993073632,2875.898,4257.764125000001,6704.705854374999
2200,1350,15219.189897183222,2875.898,4257.764125000001,6704.705854374999
2200,1400,15230.14880129281,2875.898,4257.764125000001,6704.705854374999
2200,1450,15241.107705402399,2875.898,4257.764125000001,6704.705854374999
2200,1500,15252.066609511989,2875.898,4257.764125000001,6704.705854374999
2200,1550,15263.025513621576,2875.898,4257.764125000001,6704.705854374999
2200,1600,15273.984417731166,2875.898,4257.764125000001,6704.705854374999
2200,1650,15284.943321840756,2875.898,4257.764125000001,6704.705854374999
2200,1700,15295.902225950344,2875.898,4257.764125000001,6704.705854374999
2200,1750,15306.861130059933,2875.898,4257.764125000001,6704.705854374999
2300,50,15256.028266952055,2875.898,3881.2500000000005,7353.674787499998
2300,100,15206.706858561645,2875.898,3956.25,7218.394474999999
2300,150,14848.516512671235,2875.898,3670.7500000000005,7134.745224999999
2300,200,15122.524679280823,2875.898,4023.6475000000005,7044.896987499999
2300,250,15119.369358390411,2875.898,4103.2925000000005,6951.137762499999
2300,300,15119.9532625,2875.898,4178.2925000000005,6865.762762499999
2300,350,14887.63829160959,2875.898,4018.2925,6782.488887499999
2300,400,14916.60705821918,2875.898,4076.92,6741.871249999999
2300,450,14921.780962328769,2875.898,4113.92,6699.086249999999
2300,500,14760.637616438356,2875.898,3987.245000000001,6653.658999999999
2300,550,14651.480199922948,2875.898,3879.8491250000006,6640.938554374999
2300,600,14703.555020907534,2875.898,3914.25575,6647.647846249999
2300,650,14741.476112517124,2875.898,3936.8182500000003,6652.047533749999
2300,700,14779.397204126712,2875.898,3959.38075,6656.4472212499995
2300,750,14817.318295736302,2875.898,3981.94325,6660.846908749999
2300,800,14855.239387345891,2875.898,4004.5057500000003,6665.246596249999
2300,850,14875.904678955481,2875.898,4012.62825,6666.830483749999
2300,900,14886.86358306507,2875.898,4012.62825,6666.830483749999
